MagicID,Name,CasterType,Type,MagicItemID,Level,CastingTime,RangeOfSpell,Components,Duration,Saves,NOTES
207,"Control Water","Cleric, Druid, Wizard",Transmutation,0,4,"1 action","300 Feet","V, S, M, C","Up to 10 minutes",-,"Needed Material - a drop of water and a pinck of dust
Until the spell ends, you control any freestanding water inside an area you choose that is a cube up to 100 feet on a side. You can choose from any of the following effects when you cast this spell. As an action on your turn, you can repeat the same effect or choose a different one. Flood - You cause the water level of all standing water in the area to rise by as much as 20 feet. If the area includes a shore, the flooding water spills over onto dry land. If you choose an area in a large body of water, you instead create a 20-foot tall wave that travels from one side of the area to the other and then crashes down. Any Huge or smaller vehicles in the wave's path are carried with it to the other side. Any Huge or smaller vehicles struck by the wave have a 25 percent chance of capsizing. The water level remains elevated until the spell ends or you choose a different effect. If this effect produced a wave, the wave repeats on the start of your next turn while the flood effect lasts. Part Water - You cause water in the area to move apart and create a trench. The trench extends across the spell's area, and the separated water forms a wall to either side. The trench remains until the spell ends or you choose a different effect. The water then slowly fills in the trench over the course of the next round until the normal water level is restored. Redirect Flow - You cause flowing water in the area to move in a direction you choose, even if the water has to flow over obstacles, up walls, or in other unlikely directions. The water in the area moves as you direct it, but once it moves beyond the spell's area, it resumes its flow based on the terrain conditions. The water continues to move in the direction you chose until the spell ends or you choose a different effect. Whirlpool - This effect requires a body of water at least 50 feet square and 25 feet deep. You cause a whirlpool to form in the center of the area. The whirlpool forms a vortex that is 5 feet wide at the base, up to 50 feet wide at the top, and 25 feet tall. Any creature or object in the water and within 25 feet of the vortex is pulled 10 feet toward it. A creature can swim away from the vortex by making a Strength (Athletics) check against your spell save DC. When a creature enters the vortex for the first time on a turn or starts its turn there, it must make a Strength saving throw. On a failed save, the creature takes 2d8 bludgeoning damage and is caught in the vortex until the spell ends. On a successful save, the creature takes half damage, and isn't caught in the vortex. A creature caught in the vortex can use its action to try to swim away from the vortex as described above, but has disadvantage on the Strength (Athletics) check to do so. The first time each turn that an object enters the vortex, the object takes 2d8 bludgeoning damage, this damage occurs each round it remains in the vortex."
208,"Death Ward","Cleric, Paladin",Abjuration,0,4,"1 action",Touch,"V, S","8 hours",-,"You touch a creature and grant it a measure of protection from death. The first time the target would drop to 0 hit points as a result of taking damage, the target instead drops to 1 hit point, and the spell ends. If the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damage, that effect is instead negated against the target, and the spells ends."
209,"Dimension Door","Bard, Sorcerer, Warlock, Wizard",Conjuration,0,4,"1 action","500 Feet",V,Instantaneous,-,"You teleport yourself from your current location to any other spot within range. You arrive at exactly the spot desired. It can be a place you can see, one you can visualize, or one you can describe by stating distance and direction, such as: "200 feet straight downward" or "upward to the northwest at a 45-degree angle, 300 feet". You can bring along objects as long as their weight doesn't exceed what you can carry. You can also bring one willing creature of your size or smaller who is carrying gear up to its carrying capacity. The creature must be within 5 feet of you when you cast this spell. If you would arrive in a place already occupied by an object or a creature, you and any creature traveling with you each take 4d6 force damage, and the spell fails to teleport you."
210,Divination,Cleric,Divination,0,4,"1 action",Self,"V, S, M",Instantaneous,-,"Ritual, Needed Material - Sacrifice and Incense with a combined value of 25 gp. It is consumed
You ask a single question to your god concerning a specific goal, event, or activity to occur within 7 days. The DM offers a truthful reply. The spell doesn't take into account any possible circumstances that might change the outcome. If you cast the spell two or more times before finishing your next long rest, there is a cumulative 25 percent chance for each casting that you get a random reading. The DM makes this roll in secret."
211,"Dominate Beast","Druid, Sorceror",Enchantment,0,4,"1 action","60 Feet","V, S, C","Up to 1 minute",Wisdom,"You attempt to beguile a beast that you can see within range. It must succeed on a W isdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw. While the beast is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course of action, such as "Attack" that creature, "Run over there," or "Fetch that object." If the creature completes the order and doesn't receive further direction from you, it defends and preserves itself to the best of its ability. You can use your action to take total and precise control of the target. Until the end of your next turn, the creature takes only the actions you choose, and doesn't do anything that you don't allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well. Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends. When you cast this spell with a 5th-level spell slot, the duration is concentration, up to 10 minutes. When you use a 6th-level spell slot, the duration is concentration, up to 1 hour. When you use a spell slot of 7th level or higher, the duration is concentration, up to 8 hours."
212,"Evard's Black Tentacles",Wizard,Conjuration,0,4,"1 action","90 Feet","V, S, M, C","Up to 1 minute",Dexterity,"Squirming, ebony tentacles fill a 20-foot square on ground that you can see within range. For the duration, these tentacles turn the ground in the area into difficult terrain. When a creature enters the affected area for the first time on a turn or starts its turn there, the creature must succeed on a Dexterity saving throw or take 3d6 bludgeoning damage and be restrained by the tentacles until the spell ends. A creature that starts its turn in the area and is already restrained by the tentacles takes 3d6 bludgeoning damage. A creature restrained by the tentacles can use its action to make a Strength or Dexterity check (its choice) against your spell save DC. On a success, it frees itself."
213,Fabricate,Wizard,Transmutation,0,4,"10 minutes","120 Feet","V, S","10 minutes",-,"You convert raw materials into products of the same material. For example, you can fabricate a wooden bridge from a clump of trees, a rope from a patch of hemp, and clothes from flax or wool. Choose raw materials that you can see within range. You can fabricate a Large or smaller object (contained within a 10-foot cube, or eight connected 5-foot cubes), given a sufficient quantity of raw material. If you are working with metal, stone, or another mineral substance, however, the fabricated object can be no larger than Medium (contained within a single 5-foot cube). The quality of objects made by the spell is commensurate with the quality of the raw materials. Creatures or magic items can't be created or transmuted by this spell. You also can't use it to create items that ordinarily require a high degree of craftsmanship, such as jewelry, weapons, glass, or armor, unless you have proficiency with the type of artisan's tools used to craft such objects."
214,"Fire Shield",Wizard,Evocation,0,4,"1 action",Self,"V, S, M","10 minutes",-,"Thin and wispy flames wreathe your body for the duration, shedding bright light in a 10-foot radius and dim light for an additional 10 feet, You can end the spell early by using an action to dismiss it. The flames provide you with a warm shield or a chill shield, as you choose. The warm shield grants you resistance to cold damage, and the chill shield grants you resistance to fire damage. In addition, whenever a creature within 5 feet of you hits you with a melee attack, the shield erupts with flame. The attacker takes 2d8 fire damage from a warm shield, or 2d8 cold damage from a cold shield."
215,"Freedom of Movement","Bard, Cleric, Druid, Ranger",Abjuration,0,4,"1 action",Touch,"V, S, M","1 hour",-,"You touch a willing creature. For the duration, the target's movement is unaffected by difficult terrain, and spells and other magical effects can neither reduce the target's speed nor cause the target to be paralyzed or restrained. The target can also spend 5 feet of movement to automatically escape from nonmagical restraints, such as manacles or a creature that has it grappled. Finally, being underwater imposes no penalties on the target's movement or attacks."
216,"Giant Insect",Druid,Transmutation,0,4,"1 action","30 Feet","V, S, C","Up to 10 minutes",-,"ou transform up to ten centipedes, three spiders, five wasps, or one scorpion within range into giant versions of their natural forms for the duration. A centipede becomes a giant centipede, a spider becaomes a giant spider, a wasp becomes a giant wasp, and a scorpion becomes a giant scorpion. Each creature obeys your verbal commands, and in combat, they act on your turn each round. The DM has the statistics for these creatures and resolves their actions and movement. A creature remains in its giant size for the duration, until it drops to 0 hit points, or until you use an action to dismiss the effect on it. The DM might allow you to choose different targets. For example, if you transform a bee, its giant version might have the same statistics as a giant wasp."
217,"Grasping Vine","Druid, Ranger",Conjuration,0,4,"1 bonus action","30 Feet","V, S, C","Up to 10 minutes",Dexterity,"You conjure a vine that sprouts from the ground in an unoccupied space of your choice that you can see within range. When you cast this spell, you can direct the vine to lash out at a creature within 30 feet of it that you can see. That creature must succeed on a Dexterity saving throw or be pulled 20 feet directly toward the vine. Until the spell ends, you can direct the vine to lash out at the same creature or another one as a bonus action on each of your turns."
218,"Greater Invisibility","Bard, Sorcerer, Warlock",Illusion,0,4,"1 action",Touch,"V, S, C","Up to 1 minute",-,"You or a creature you touch becomes invisible until the spell ends. Anything the target is wearing or carrying is invisible as long as it is on the target's person."
219,"Guardian of Faith",Cleric,Conjuration,0,4,"1 action","30 Feet",V,"8 hours",Dexterity,"A Large spectral guardian appears and hovers for the duration in an unoccupied space of your choice that you can see within range. The guardian occupies that space and is indistinct except for a gleaming sword and shield emblazoned with the symbol of your deity. Any creature hostile to you that moves to a space within 10 feet of the guardian for the firs time on a turn must succeed on a Dexterity saving throw. The creature takes 20 radiant damage on a failed save, or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage."
220,"Hallucinatory Terrain","Bard, Druid, Warlock, Wizard",Illusion,0,4,"10 minutes","300 Feet","V, S, M","24 hours",-,"You make natural terrain in a 150-foot cube in range look, sound, and smell like some other sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren't changed in appearance. The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to see through the illusion. If the difference isn't obvious by touch, a creature carefully examining the illusion can attempt an Intelligence (Investigation) check against your spell save DC to disbelieve it. A creature who discerns the illusion for what it is, sees it as a vague image superimposed on the terrain."
221,"Ice Storm","Druid, Sorcerer, Wizard",Evocation,0,4,"1 action","300 Feet","V, S, M",Instant,Dexterity,"A hail of rock-hard ice pounds to the ground in a 20-foot-radius, 40-foot-high cylinder centered on a point within range.
Each creature in the cylinder must make a Dexterity saving throw. A creature takes 2d8 bludgeoning damage and 4d6 cold damage on a failed save, or half as much damage on a successful one. Hailstones turn the storm's area of effect into difficult terrain until the end of your next turn."
222,"Leomund's Secret Chest",Wizard,Conjuration,0,4,"1 action",Touch,"V, S, M",Instant,-,"You hide a chest, and all its contents, on the Ethereal Plane. You must touch the chest and the miniature replica that serves as a material component for the spell. The chest can contain up to 12 cubic feet of nonliving material (3 feet by 2 feet by 2 feet). While the chest remains on the Ethereal Plane, you can use an action and touch the replica to recall the chest. It appears in an unoccupied space on the ground within 5 feet of you. You can send the chest back to the Ethereal Plane by using an action and touching both the chest and the replica. After 60 days, there is a cumulative 5 percent chance per day that the spell's effect ends. This effect ends if you cast this spell again, if the smaller replica chest is destroyed, or if you choose to end the spell as an action. If the spell ends and the larger chest is on the Ethereal Plane, it is irretrievably lost."
223,"Locate Creature","Bard, Cleric, Druid, Paladin, Ranger, Wizard",Divination,0,4,"1 action",Self,"V, S, M, C","Up to 1 hour",-,"Describe or name a creature that is familiar to you. You sense the direction to the creature's location, as long as that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement. The spell can locate a specific creature known to you, or the nearest creature of a specific kind (such as a human or a unicorn), so long as you have seen such a creature up close - within 30 feet - at least once. If the creature you described or named is in a different form, such as being under the effects of a polymorph spell, this spell doesn't locate the creature. This spell can't locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature."
224,"Mordenkainen's Faithful Hound",Wizard,Conjuration,0,4,"1 action","30 Feet","V, S, M","8 hours",-,"You conjure a phantom watchdog in an unoccupied space that you can see within range, where it remains for the duration, until you dismiss it as an action, or until you move more than 100 feet away from it. The hound is invisible to all creatures except you and can't be harmed. When a Small or larger creature comes within 30 feet of it without first speaking the password that you specify when you cast this spell, the hound starts barking loudly. The hound sees invisible creatures and can see into the Ethereal Plane. It ignores illusions. At the start of each of your turns, the hound attempts to bite one creature within 5 feet of it that is hostile to you. The hound's attack bonus is equal to your spellcasting ability modifier + your proficiency bonus. On a hit, it deals 4d8 piercing damage."
225,"Mordenkainen's Private Sanctum",Wizard,Abjuration,0,4,"10 minutes","120 Feet","V, S, M","24 hours",-,"Needed Material - a thin sheet of lead, a piece of opaque glass, a wad of cotton or cloth, and powdered chrysolite
You make an area within range magically secure. The area is a cube that can be as small as 5 feet to as large as 100 feet on each side. The spell lasts for the duration or until you use an action to dismiss it. When you cast the spell, you decide what sort of security the spell provides, choosing any or all of the following properties: Sound can't pass through the barrier at the edge of the warded area. The barrier of the warded area appears dark and foggy, preventing vision (including darkvision) through it. Sensors created by divination spells can't appear inside the protected area or pass through the barrier at its perimeter. Creatures in the area can't be targeted by divination spells. Nothing can teleport into or out of the warded area. Planar travel is blocked within the warded area. Casting this spell on the same spot every day for a year makes this effect permanent. When you cast this spell using a spell slot of 5th level or higher, you can increase the size of the cube by 100 feet for each slot level beyond 4th. Thus you could protect a cube that can be up to 200 feet on one side by using a spell slot o f 5th level."
226,"Otiluke's Resilient Sphere",Wizard,Evocation,0,4,"1 action","30 Feet","V, S, M, C","Up to 1 minute",Dexterity,"A sphere of shimmering force encloses a creature or object of Large size or smaller within range. An unwilling creature must make a Dexterity saving throw. On a failed save, the creature is enclosed for the duration. Nothing---not physical objects, energy, or other spell effects---can pass through the barrier, in or out, though a creature in the sphere can breathe there. The sphere is immune to all damage, and a creature or object inside can't be damaged by attacks or effects originating from outside, nor can a creature inside the sphere damage anything outside it. The sphere is weightless and just large enough to contain the creature or object inside. An enclosed creature can use its action to push against the sphere's walls and thus roll the sphere at up to half the creature's speed. Similarly, the globe can be picked up and moved by other creatures. A disintegrate spell targeting the globe destroys it without harming anything inside it."
227,"Phantasmal Killer",Wizard,Illusion,0,4,"1 action","120 Feet","V, S, C","Up to 1 minute",Wisdom,"You tap into the nightmares of a creature you can see within range and create an illusory manifestation of its deepest fears, visible only to that creature.
The target must make a Wisdom saving throw. On a failed save, the target becomes frightened for the duration. At the end of each of the target's turns before the spell ends, the target must succeed on a Wisdom saving throw or take 4d10 psychic damage. On a successful save, the spell ends. When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d1O for each slot level above 4th."
228,Polymorph,"Bard, Druid, Sorcerer, Wizard",Transmutation,0,4,"1 action","60 Feet","V, S, M, C","Up to 1 hour",Wisdom,"This spell transforms a creature that you can see within range into a new form. An unwilling creature must make a Wisdom saving throw to avoid the effect. A shapechanger automatically succeeds on this saving throw. The transformation lasts for the duration, or until the target drops to 0 hit points or dies. The new form can be any beast whose challenge rating is equal to or less than the target's (or the target's level, if it doesn't have a challenge rating). The target's game statistics, including mental ability scores, are replaced by the statistics of the chosen beast. It retains its alignment and personality. The target assumes the hit points of its new form. When it reverts to its normal form, the creature returns to the number of hit points it had before it transformed. If it reverts as a result of dropping to 0 hit points, any excess damage carries over to its normal form. As long as the excess damage doesn't reduce the creature's normal form to 0 hit points, it isn't knocked unconscious. The creature is limited in the actions it can perform by the nature of its new form, and it can't speak, cast spells, or take any other action that requires hands or speech.
The target's gear melds into the new form. The creature can't activate, use, wield, or otherwise benefit from any of its equipment. This spell can't affect a target that has 0 hit points."
229,"Staggering Smite",Paladin,Evocation,0,4,"1 bonus action",Self,"V, C","Up to 1 minute","Attack roll, Wisdom","The next time you hit a creature with a melee weapon attack during this spell's duration, your weapon pierces both body and mind, and the attack deals an extra 4d6 psychic damage to the target. The target must make a Wisdom saving throw. On a failed save, it has disadvantage on attack rolls and ability checks, and can't take reactions, until the end of its next turn."
230,"Stone Shape","Cleric, Druid, Wizard",Transmutation,0,4,"1 action",Touch,"V, S, M",Instant,-,"You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your purpose. So, for example, you could shape a large rock into a weapon, idol, or coffer, or make a small passage through a wall, as long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn't possible."
231,Stoneskin,"Druid, Ranger, Sorcerer, Wizard",Abjuration,0,4,"1 action",Touch,"V, S, M, C","Up to 1 hour",-,"This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, the target has resistance to nonmagical bludgeoning, piercing, and slashing damage."
232,"Wall of Fire","Druid, Sorcerer, Wizard",Evocation,0,4,"1 action","120 Feet","V, S, M, C","Up to 1 minute",Dexterity,"You create a wall of fire on a solid surface within range. You can make the wall up to 60 feet long, 20 feet high, and 1 foot thick, or a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. The wall is opaque and lasts for the duration. When the wall appears, each creature within its area must make a Dexterity saving throw. On a failed save, a creature takes 5d8 fire damage, or half as much damage on a successful save. One side of the wall, selected by you when you cast this spell, deals 5d8 fire damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for the first time on a turn or ends its turn there. The other side of the wall deals no damage. When you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d8 for each slot level above 4th."
233,"Animate Objects","Bard, Sorcerer, Wizard",Transmutation,0,5,"1 action","120 Feet","V, S, C","Up to 1 minute",-,"Choose up to ten nonmagical objects that are not being worn or carried. A Medium target counts as two objects, a Large counts as four, and a Huge counts as eight. You can't animate an object larger than Huge. Each target becomes a creature under your control until the spell ends or it's reduced to 0 hit points. As a bonus action, you can mentally command a creatures if it's within 500 feet of you. You can command multiple at the same time if the command is the same. You decide what action and movement the creature will take during its next turn, or issue a general command. If you issue no commands, it just defends itself against hostile creatures. Once given an order, the creature continues to follow it until it's complete.
An animated object is a construct with some stats determined by its size. Its Constitution is 10, its Intelligence and Wisdom are 3, and its Charisma is 1. Its speed is 30 feet. If it can't walk, it has a flying speed of 30 feet and hovers. If the object is securely attached to something, its speed is 0. It has blindsight with a radius of 30 feet. When the object drops to 0 hit points, it reverts to its original form, and remaining damage carries over. It can make a single melee attack against a creature within 5 feet of it. The attack is determined by its size and deals bludgeoning damage. The DM can rule that it inflicts slashing or piercing damage based on its form. You can animate two additional objects for each slot level above 5th.
Size, HP, AC, Attack, Strength, Dexterity
Tiny, 20, 18, +8 to hit, 1d4+4 damage, 4, 18
Small, 25, 16, +6 to hit, 1d8+2 damage, 6, 14
Medium, 40, 13, +5 to hit, 2d6+1 damage, 10, 12
Large, 50, 10, +6 to hit, 2d10+2 damage, 14, 10
Huge, 80, 10, +8 to hit, 2d12+4 damage, 18, 6"
234,"Antilife Shell",Druid,Abjuration,0,5,"1 action","Self (10ft radius)","V, S, C","Up to 1 hour",-,"A barrier extends from you in a 10-foot radius and moves with you. It keeps out creatures other than undead and constructs. An affected creature can't pass or reach through, but can cast spells or make ranged or reach attacks through the barrier. If you move so that an affected creature is forced to pass, the spell ends."
235,Awaken,"Bard, Druid",Transmutation,0,5,"8 hours",Touch,"V, S, M",Instant,-,"After spending the casting time tracing magical pathways within a precious gemstone, you touch a huge or smaller beast or plant.
The target must have either no Intelligence score or an Intelligence of 3 or less. The target gains an Intelligence of 10. The target also gains the ability to speak one language you know. If the target is a plant, it gains the ability to move its limbs, roots, vinces, creepers, and so forth, and it gains senses similar to a huamn's. Your DM chooses statistics appropriate for the awakened plant, such as the statistics for the awakened shrub or the awakened tree. The awakened beast or plant is charmed by you for 30 days or until you and your companions do anything harmful to it. When the charmed condition ends, the awakened creature chooses whether to remain friendly to you, based on how you treated it while it was charmed."
236,"Banishing Smite",Paladin,Abjuration,0,5,"1 bonus action",Self,"V, C","Up to 1 minute","Attack roll","The next time you hit a creature with a weapon attack before this spell ends, your weapon crackles with force, and the attack deals an extra 5d10 force damage to the target. Additionally, if this attack reduces the target to 50 hit points of fewer, you banish it. If the target is native to a different plane of existence than the on you're on, the target disappears, returning to its home plane. If the target is native to the plane you're on, the creature vanishes into a harmless demiplane. While there, the target is incapacitated. It remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied."
237,"Bigby's Hand",Wizard,Evocation,0,5,"1 action","120 Feet","V, S, M, C","Up to 1 minute","Attack roll, Strength","Needed Material - An eggshell and a snakeskin glove
You create a Large hand of shimmering, translucent force in an unoccupied space that you can see within range. The hand lasts for the spell's duration, and it moves at your command, mimicking the movements of your own hand. The hand is an object that has AC 20 and hit points equal to your hit point maximum. If it drops to 0 hit points, the spell ends. It has a Strength of 26 (+8) and a Dexterity of 10 (+0). The hand doesn't fill its space. When you cast the spell and as a bonus action on your subsequent turns, you can move the hand up to 60 feet and then cause one of the following effects with it. Clenched Fist - The hand strikes one creature or object within 5 feet of it. Make a melee spell attack for the hand using your game statistics. On a hit, the target takes 4d8 force damage. Forceful Hand - The hand attempts to push a creature within 5 feet of it in a direction you choose. Make a check with the hand's Strength contested by the Strength (Athletics) check of the target. If the target is Medium or smaller, you have advantage on the check. If you succeed, the hand pushes the target up to 5 feet plus a number of feet equal to five times your spellcasting ability modifier. The hand moves with the target to remain within 5 feet of it. Grasping Hand - The hand attempts to grapple a Huge or smaller creature within 5 feet of it. You use the hand's Strength score to resolve the grapple. If the target is Medium or smaller, you have advantage on the check. While the hand is grappling the target, you can use a bonus action to have the hand crush it. When you do so, the target takes bludgeoning damage equal to 2d6 + your spellcasting ability modifier. Interposing Hand - The hand interposes itself between you and a creature you choose until you give the hand a different command. The hand moves to stay between you and the target, providing you with half cover against the target. The target can't move through the hand's space if its Strength score is less than or equal to the hand's Strength score. If its Strength score is higher than the hand's Strength score, the target can move toward you through the hand's space, but that space is difficult terrain for the target. When you cast this spell using a spell slot of 6th level or higher, the damage from the clenched fist option increases by 2d8 and the damage from the grasping hand increases by 2d6 for each slot level above 5th."
238,"Circle of Power",Paladin,Abjuration,0,5,"1 action","Self (30-Foot Radius)","V, C","Up to 10 minutes",-,"Divine energy radiates from you, distorting and diffusing magical energy within 30 feet of you. Until the spell ends, the sphere moves with you, centered on you. For the duration, each friendly creature in the area (including you) has advantage on saving throws against spells and other magical effects. Additionally, when an affected creature succeeds on a saving throw made against a spell or magical effect that allows it to make a saving throw to take only half damage, it instead takes no damage if it succeeds on the saving throws."
239,Cloudkill,"Sorcerer, Wizard",Conjuration,0,5,"1 action","120 feet","V, S, C","Up to 10 minutes",Constitution,"You create a 20-foot-radius sphere of poisonous, yellow-green fog centered on a point you choose within range. The fog spreads around corners. It lasts for the duration or until strong wind dispereses the fog, ending the spell. Its area is heavily obscured. When a creature enters the spell's area for the first time on a turn or starts its turn there, that creature must make a Constitution saving throw. The creature takes 5d8 poison damageon a failed save, or half as much damage on a successful one. Creatures are affected even if they hold their breath or don't need to breathe. The fog moves 10 feet away from you at the start of each of your turns, rolling along the surface of the ground. The vapors, being heavier than air, sink to the lowest level of the land, even pouring down openings. When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th."
240,Commune,Cleric,Divination,0,5,"1 minute",Self,"V, S, M","1 minute",-,"Ritual, Needed Material - Incense, Holly water
You contact your deity and ask up to three yes or no questions. You must ask before the spell ends. You receive a correct answer for each question. You may receive "unclear" as an answer if the deity doesn't know. If a one-word answer is misleading or contrary to the deity's interests, the DM can offer a short phrase instead. If you cast the spell again before finishing a long rest, there is a cumulative 25 percent chance for each casting that you get no answer. The DM rolls this in secret."
241,"Commune with Nature","Druid, Ranger",Divination,0,5,"1 minute",Self,"V, S",Instantaneous,-,"Ritual, In the outdoors, the spell gives you knowledge of the land within 3 miles of you. In caves and other natural underground settings, the radius is limited to 300 feet. The spell doesn't work where nature has been replaced by construction, such as in dungeons and towns. You instantly gain knowledge of up to three facts of your choice about any of the following subjects as they relate to the area:
Terrain and bodies of water
Prevalent plants, minerals, animals, or people
Celestials, fey, fiends, elementals, or undead of CR 1 or higher
Influence from other planes of existence
Buildings"
242,"Cone of Cold","Sorcerer, Wizard",Evocation,0,5,"1 action","Self (60-foot cone)","V, S, M",Instantaneous,Constitution,"Needed Material - a small crystal or glass cone
A blast of cold air erupts from your hands. Each creature in a 60-foot cone must make a Constitution saving throw. A creature takes 8d8 cold damage on a failed save, or half as much damage on a successful one. A creature killed by this spell becomes a frozen statue until it thaws. When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th."
243,"Conjure Elemental","Druid, Wizard",Conjuration,0,5,"1 minute","90 Feet","V, S, M, C","Up to 1 hour",-,"Needed Material - burning incense of air, soft clay for earth, sulfur and phosphorus for fire, or water and sand for water
You call forth an elemental servant. Choose an area of air, earth, fire, or water that fills a 10-foot cube within range. An elemental of challenge rating 5 or lower appropriate to the area you chose appears in an unoccupied space within 10 feet of it. For example, a fire elemental emerges from a bonfire, and an earth elemental rises up from the ground. The elemental disappears when it drops to 0 hit points or when the spell ends. The elemental is friendly to you and your companions for the duration. Roll initiative for the elemental, which has its own turns. It obeys any verbal commands that you issue to it (no action required by you). If you don't issue any commands to the elemental, it defends itself from hostile creatures but otherwise takes no actions. If your concentration is broken, the elemental doesn't disappear. Instead, you lose control of the elemental, it becom es hostile toward you and your companions, and it might attack. An uncontrolled elemental can't be dismissed by you, and it disappears 1 hour after you summoned it. The DM has the elemental's statistics. When you cast this spell using a spell slot of 6th level or higher, the challenge rating increases by 1 for each slot level above 5th."
244,"Conjure Volley",Ranger,Conjuration,0,5,"1 action","150 Feet","V, S, M",Instantaneous,-,"Needed Material - one piece of ammunition or one thrown weapon
You fire a piece of nonmagical ammunition from a ranged weapon or throw a nonmagical weapon into the air and choose a point within range. Hundreds of duplicates of the ammunition or weapon fall in a volley from above and then disappear. Each creature in a 40-foot-radius. 20-foot-high cylinder centered on that point must make a Dexterity saving throw. A creature takes 8d8 damage on a failed save, or half as much damage on a successful one. The damage type is the same as that of the ammunition or weapon."
245,"Contact Other Plane","Warlock, Wizard",Divination,0,5,"1 action",Self,V,"1 minute",Intelligence,"Ritual, When you cast this spell, make a DC15 Intelligence save. On failure, you take 6d6 psychic damage and are insane until you finish a long rest. While insane, you can't take actions, can't understand what others say, can't read, and only speak gibberish. A Greater Restoration ends this effect. On a success, you can ask an entity on another plane up to five questions. You must ask before the spell ends. The DM answers each question with one word. If a one-word answer would be misleading, the DM can offer a short phrase instead."
246,Contagion,"Cleric, Druid",Necromancy,0,5,"1 action",Touch,"V, S","7 days","Attack roll, Constitution","Make a melee spell attack. On hit, the target is poisoned. At the end of each of the target's turns, it makes a Constitution save. If the target succeeds on three of these saves, it is no longer poisoned, and the spell ends. If the target fails three of these saves, the target is no longer poisoned, but choose one of the diseases below. The target is subject to the chosen disease for the spell's duration
Blinding Sickness: The target has disadvantage on Wisdom checks and saves, and is blinded.
Filth Fever: The target has disadvantage on Strength checks, saves, and attack rolls that use Strength.
Flesh Rot: The target has disadvantage on Charisma checks and is vulnerable to all damage.
Mindfire: The target has disadvantage on Intelligence checks and saves, and during combat it acts as if it's under the effects of Confusion.
Seizure: The target has disadvantage on Dexterity checks, saves, and attack rolls that use Dexterity.
Slimy Doom: The target has disadvantage on Constitution checks and saves. Additionally, when it takes damage, it is stunned until the end of its next turn."
247,Creation,"Sorcerer, Wizard",Illusion,0,5,"1 minute","30 feet","V, S, M",Special,-,"Needed Material - a tiny piece of matter of the same type of the item you plan to create You pull wisps of shadow material from the Shadowfell to create a nonliving object of vegetable matter within range: soft goods, rope, wood, or something similar. You can also use this spell to create mineral objects such as stone, crystal, or metal. The object created must be no larger than a 5-foot cube, and the object must be of a form and material that you have seen before. The duration depends on the object's material. If the object is composed of multiple materials, use the shortest duration. Material - Duration; Vegetable matter - 1 day; Stone/crystal - 12 hours; Precious metals - 1 hour; Gems - 10 minutes; Adamantine/Mithral - 1 minute. Using any material created by this spell as another spell's material component causes that spell to fail. When you cast this spell using a spell slot of 6th level or higher, the cube increases by 5 feet for each slot level above 5th."
248,"Destructive Wave",Paladin,Evocation,0,5,"1 action","Self (30-Foot Radius)",V,Instantaneous,Constitution,"You strike the ground, creating a burst of divine energy that ripples outward from you. Each creature you choose within 30 feet of you must succeed on a Constitution saving throw or take 5d6 thunder damage, as well as 5d6 radiant or necrotic damage (your choice), and be knocked prone. A creature that succeeds on its saving throw takes half as much damage and isn't knocked prone."
